epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
76,4639.19,1.21528,0.6551,0.00435,0.83192,0.81773,0.87262,0.63738,1.07256,0.58143,0.00507,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,4699.01,1.19909,0.64597,0.00433,0.85136,0.80753,0.87475,0.6394,1.07504,0.57754,0.00509,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,4759.11,1.20697,0.64892,0.00428,0.85429,0.80434,0.87595,0.63831,1.07449,0.57936,0.00508,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,4819.25,1.19866,0.64365,0.00436,0.8612,0.80115,0.87641,0.63877,1.07596,0.57699,0.00509,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,4880.37,1.19373,0.63802,0.00428,0.85217,0.81333,0.87695,0.63857,1.07213,0.57674,0.00509,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,4941.37,1.19844,0.63988,0.00429,0.8496,0.81085,0.87641,0.63737,1.07065,0.5814,0.00508,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,5002.12,1.19015,0.63845,0.00426,0.85246,0.81081,0.87591,0.6379,1.07218,0.57729,0.00508,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,5062.3,1.20188,0.64189,0.00429,0.85529,0.81069,0.8767,0.63835,1.06999,0.57826,0.00507,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,5122.94,1.19308,0.63478,0.00428,0.83948,0.82457,0.87905,0.63901,1.07022,0.57726,0.00508,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,5182.35,1.18766,0.63196,0.00424,0.85708,0.80734,0.87713,0.63799,1.07105,0.57757,0.00508,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,5243.47,1.1902,0.63861,0.00426,0.87134,0.8019,0.87822,0.63955,1.0715,0.57752,0.00507,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,5303.73,1.1835,0.63357,0.00423,0.85334,0.81124,0.87929,0.64087,1.07047,0.57504,0.00507,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,5363.29,1.18278,0.6309,0.00423,0.83844,0.82058,0.87869,0.64089,1.07078,0.57587,0.00507,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,5423.04,1.17701,0.63008,0.00419,0.86481,0.79905,0.87931,0.64214,1.07186,0.57624,0.00507,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,5484.39,1.17171,0.6211,0.00416,0.84726,0.80969,0.88049,0.64304,1.06982,0.57945,0.00507,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,5545.5,1.17679,0.62549,0.0042,0.86709,0.79248,0.8787,0.64133,1.06928,0.58265,0.00506,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,5605.82,1.16938,0.6183,0.0042,0.86499,0.79809,0.87777,0.64062,1.06778,0.5807,0.00506,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,5665.96,1.17446,0.62186,0.00417,0.86857,0.79646,0.87693,0.64074,1.06741,0.5806,0.00506,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,5724.96,1.16943,0.62156,0.00417,0.8579,0.80182,0.87605,0.63972,1.06792,0.58377,0.00506,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,5785.08,1.17422,0.62221,0.00412,0.86775,0.7938,0.87573,0.63919,1.06977,0.58229,0.00507,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,5846.15,1.16531,0.61476,0.00413,0.85205,0.80064,0.87418,0.63859,1.0689,0.5821,0.00507,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,5906.98,1.16165,0.61528,0.00412,0.84554,0.80336,0.87353,0.63795,1.06817,0.58213,0.00507,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,5968.68,1.15589,0.61577,0.00413,0.8528,0.7986,0.87364,0.63707,1.06809,0.58049,0.00507,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,6028.94,1.16285,0.61506,0.00412,0.87099,0.78654,0.87404,0.63699,1.06745,0.58027,0.00507,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
