epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
80,4519.64,1.54936,0.83898,0.00608,0.84599,0.74509,0.81177,0.54827,1.32883,0.69747,0.00608,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,4574.25,1.55634,0.8467,0.00611,0.83112,0.75418,0.8115,0.54859,1.32869,0.69743,0.00607,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,4628.23,1.54799,0.84508,0.00607,0.84323,0.74902,0.8127,0.54954,1.32629,0.69645,0.00606,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,4686.67,1.55647,0.85145,0.00607,0.83367,0.75648,0.81345,0.54985,1.32647,0.69539,0.00606,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,4743.35,1.54885,0.84077,0.00607,0.83,0.76214,0.81598,0.55035,1.32444,0.69639,0.00606,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,4798.08,1.5455,0.83734,0.00607,0.83454,0.75818,0.81601,0.55005,1.32367,0.69706,0.00605,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,4852.46,1.54697,0.84064,0.00608,0.83179,0.7572,0.81544,0.55117,1.32139,0.69646,0.00605,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,4907.15,1.54218,0.83145,0.00603,0.83342,0.75433,0.81416,0.55024,1.32066,0.69804,0.00604,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,4961.29,1.53559,0.83587,0.00599,0.83308,0.75243,0.81421,0.54944,1.32187,0.69819,0.00605,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,5016.7,1.53528,0.82731,0.00599,0.83807,0.751,0.81406,0.54954,1.32186,0.69971,0.00604,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,5075.92,1.53094,0.82224,0.00595,0.84185,0.75057,0.81446,0.5509,1.31876,0.70143,0.00601,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,5131.19,1.52915,0.8252,0.00599,0.82851,0.75831,0.81317,0.55112,1.32081,0.69755,0.00602,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,5185.73,1.52631,0.82091,0.00599,0.83282,0.75421,0.81294,0.55086,1.32084,0.69581,0.00602,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,5239.64,1.53017,0.82785,0.00597,0.83356,0.75418,0.81258,0.55152,1.32087,0.69229,0.00602,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,5294.31,1.51798,0.81662,0.00592,0.83614,0.75329,0.81259,0.54974,1.3202,0.69187,0.00601,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,5348.25,1.52861,0.81866,0.0059,0.84301,0.74543,0.8129,0.55187,1.31957,0.69039,0.00601,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,5406.21,1.51599,0.81516,0.00592,0.84017,0.7481,0.81224,0.55224,1.31912,0.69279,0.00601,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,5463.1,1.52023,0.81114,0.00591,0.84614,0.74728,0.81154,0.55222,1.31955,0.69137,0.00601,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,5517.93,1.50809,0.81402,0.00591,0.84083,0.75025,0.81126,0.55191,1.31893,0.69217,0.00601,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,5572.09,1.51774,0.81137,0.00592,0.83328,0.75914,0.81179,0.55109,1.31947,0.69119,0.00602,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,5626.85,1.51221,0.80417,0.00585,0.82828,0.75991,0.81171,0.55091,1.31936,0.69288,0.00601,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,5680.93,1.50706,0.80613,0.00581,0.8342,0.75751,0.81248,0.5515,1.32073,0.68957,0.00602,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,5736.38,1.49752,0.79409,0.00585,0.83189,0.75625,0.81147,0.55128,1.32038,0.68814,0.00602,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,5795.08,1.49408,0.79239,0.00577,0.8343,0.75522,0.81061,0.55111,1.31882,0.6894,0.00601,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,5849.79,1.50191,0.80405,0.00583,0.82966,0.75533,0.81106,0.55159,1.32037,0.6889,0.00603,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,5904.26,1.48718,0.78534,0.00577,0.82481,0.75951,0.8127,0.55234,1.3204,0.68765,0.00603,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,5958.4,1.48623,0.78433,0.00574,0.83462,0.75356,0.81221,0.55237,1.31934,0.68626,0.00602,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,6012.92,1.49605,0.79481,0.00574,0.83396,0.7548,0.81213,0.55288,1.31887,0.68509,0.00602,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,6066.94,1.49474,0.79161,0.00575,0.83322,0.75091,0.81057,0.55266,1.31833,0.6856,0.00601,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,6124.77,1.4801,0.78437,0.00571,0.8427,0.74795,0.81099,0.55257,1.31803,0.6847,0.006,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,6181.85,1.48474,0.78333,0.00574,0.82714,0.757,0.81088,0.55267,1.31931,0.68399,0.00601,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,6236.66,1.48701,0.7825,0.00572,0.83667,0.75083,0.81129,0.55266,1.31857,0.68585,0.006,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,6290.79,1.47786,0.78663,0.00571,0.83954,0.74441,0.81049,0.55125,1.31809,0.68791,0.006,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,6345.4,1.47829,0.77604,0.00567,0.83796,0.74833,0.8106,0.55139,1.31865,0.68676,0.00601,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,6399.66,1.47051,0.77735,0.00567,0.83477,0.75517,0.81095,0.55159,1.31891,0.68623,0.00601,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,6454.77,1.46753,0.77244,0.00563,0.83507,0.75408,0.81072,0.55166,1.31859,0.68675,0.00601,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,6513.68,1.46601,0.77436,0.00562,0.83232,0.75512,0.81095,0.55195,1.31889,0.68637,0.00601,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,6568.88,1.47065,0.7751,0.0056,0.83659,0.75343,0.81092,0.55177,1.31801,0.68742,0.006,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,6623.54,1.45947,0.76445,0.00558,0.84018,0.75217,0.81025,0.55255,1.31813,0.68566,0.00599,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,6677.58,1.45979,0.77418,0.00559,0.83175,0.75746,0.81028,0.55232,1.315,0.69024,0.006,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,6732.16,1.45726,0.77048,0.00559,0.83169,0.75704,0.80977,0.55165,1.31452,0.69065,0.00599,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,6786.14,1.45992,0.763,0.00556,0.82918,0.75699,0.80964,0.55149,1.31368,0.69139,0.00598,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,6844.45,1.45818,0.76317,0.00553,0.83718,0.74949,0.80959,0.55097,1.31401,0.68901,0.00598,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,6901.39,1.44695,0.75631,0.0055,0.82981,0.75436,0.80934,0.55119,1.31473,0.69042,0.00599,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,6956.18,1.44507,0.75856,0.00552,0.83073,0.75337,0.80876,0.55085,1.31324,0.69306,0.00598,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,7010.5,1.45149,0.76061,0.00552,0.82929,0.75154,0.80835,0.54953,1.31254,0.69293,0.00597,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,7065.02,1.4461,0.75604,0.00549,0.82368,0.75171,0.80704,0.54966,1.31285,0.69242,0.00597,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,7119.31,1.44295,0.75952,0.00547,0.83294,0.75122,0.80818,0.55106,1.31202,0.69206,0.00596,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,7174.5,1.4495,0.75936,0.00547,0.83467,0.75394,0.80912,0.55209,1.31216,0.68897,0.00596,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,7233.26,1.43777,0.74744,0.00541,0.83251,0.75441,0.80928,0.55203,1.31093,0.6884,0.00596,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,7290.42,1.43479,0.74557,0.00545,0.83063,0.75391,0.80834,0.55261,1.31219,0.68561,0.00597,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,7345.18,1.43123,0.74545,0.0054,0.82748,0.75317,0.80794,0.55255,1.311,0.68789,0.00595,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,7399.14,1.42727,0.73838,0.00539,0.82657,0.75462,0.80737,0.55207,1.31092,0.68818,0.00595,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
