epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,877.451,1.33861,0.87938,0.00513,0.77252,0.80515,0.83454,0.58468,1.14646,0.72529,0.00579,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
12,953.128,1.32211,0.86606,0.00502,0.79347,0.77214,0.83276,0.57996,1.14158,0.71537,0.00574,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
13,1029.41,1.31577,0.84887,0.00498,0.80601,0.774,0.8476,0.59637,1.13834,0.69913,0.00575,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,1105.44,1.30063,0.8342,0.00494,0.79855,0.81582,0.86054,0.60948,1.09188,0.65892,0.00551,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,1180.5,1.28852,0.81554,0.00484,0.82832,0.78179,0.84259,0.59124,1.1226,0.67586,0.00565,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,1257.17,1.27783,0.8047,0.00487,0.82617,0.77803,0.84792,0.604,1.10067,0.66106,0.00555,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,1333.49,1.27352,0.79695,0.00478,0.83548,0.76635,0.84306,0.59288,1.10523,0.6756,0.00553,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
18,1409.92,1.27645,0.79977,0.00473,0.81165,0.81856,0.85653,0.6091,1.09352,0.64712,0.00541,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
19,1485.43,1.2635,0.78057,0.00468,0.81116,0.82363,0.86331,0.62357,1.06884,0.63346,0.00521,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
20,1560.74,1.24784,0.77322,0.00466,0.82549,0.80734,0.85848,0.62118,1.06921,0.63204,0.00526,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,1636.36,1.24616,0.76804,0.00461,0.83597,0.80686,0.86568,0.62378,1.07856,0.62841,0.00532,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,1712.01,1.24586,0.76641,0.00464,0.80062,0.80339,0.86575,0.62748,1.06306,0.63906,0.00521,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,1788.45,1.22985,0.75049,0.00455,0.84954,0.79468,0.8628,0.62439,1.06922,0.61609,0.00534,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,1864.15,1.22415,0.73997,0.00448,0.83843,0.79152,0.86779,0.63085,1.05281,0.61362,0.00509,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,1939.71,1.22318,0.73571,0.00451,0.81701,0.79954,0.86309,0.63056,1.04348,0.61933,0.00518,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,2015.21,1.21561,0.73325,0.00449,0.8268,0.81781,0.86603,0.63328,1.0566,0.61373,0.00512,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,2091.18,1.21658,0.72323,0.00445,0.80937,0.81662,0.87378,0.64302,1.04203,0.60462,0.00505,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,2167.35,1.2152,0.72103,0.00443,0.8187,0.82359,0.87092,0.64182,1.04157,0.59438,0.00504,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,2243.15,1.20046,0.70968,0.00439,0.83862,0.81249,0.87307,0.63871,1.03266,0.59472,0.005,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,2318.77,1.20053,0.70856,0.00436,0.81714,0.82028,0.86678,0.63581,1.03071,0.60568,0.00493,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,2394.43,1.18982,0.70057,0.00437,0.82527,0.82617,0.87419,0.64671,1.02332,0.58883,0.00495,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,2470.9,1.18945,0.69214,0.00436,0.82886,0.82065,0.87204,0.63717,1.02619,0.5978,0.00493,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,2546.39,1.18942,0.69731,0.0043,0.84119,0.81872,0.87435,0.6501,1.00672,0.58584,0.00477,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,2622.44,1.17325,0.68549,0.00428,0.84188,0.80773,0.87681,0.64604,1.01216,0.58701,0.00488,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,2698.11,1.1709,0.68593,0.00428,0.83271,0.81658,0.8753,0.65049,1.00689,0.57641,0.00481,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,2773.37,1.16835,0.68004,0.00423,0.83302,0.83993,0.8858,0.65662,1.01141,0.57115,0.00483,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,2849.78,1.17116,0.67878,0.00426,0.83176,0.82896,0.88389,0.65546,1.00948,0.5647,0.00486,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,2925.86,1.17376,0.67624,0.00427,0.84757,0.82982,0.88404,0.65495,1.01462,0.56515,0.00485,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,3001.68,1.16901,0.6729,0.00423,0.81047,0.84376,0.87858,0.65274,1.00151,0.56589,0.0048,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,3077.2,1.15221,0.66019,0.00419,0.83584,0.82845,0.87961,0.65679,1.00708,0.57164,0.00477,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,3152.79,1.15903,0.67076,0.00417,0.83562,0.82914,0.87758,0.65999,0.99491,0.5744,0.00471,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,3229.12,1.14911,0.65617,0.00417,0.86199,0.80891,0.88203,0.65781,1.00024,0.56957,0.00468,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,3304.87,1.15231,0.65796,0.00416,0.84356,0.83064,0.89535,0.66096,0.9973,0.55899,0.00468,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,3380.52,1.1496,0.65338,0.00412,0.82977,0.84723,0.88722,0.66105,0.99016,0.56338,0.00469,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,3455.84,1.14748,0.65029,0.00414,0.82962,0.82799,0.88351,0.66013,0.99749,0.56858,0.0047,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,3531.91,1.13515,0.64316,0.00412,0.83248,0.83819,0.88796,0.66216,0.99734,0.56278,0.00468,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,3608.13,1.13939,0.64438,0.00405,0.85512,0.8249,0.88822,0.65913,0.9884,0.56162,0.00467,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,3683.71,1.13556,0.64293,0.00409,0.86231,0.82754,0.88992,0.66469,0.9881,0.55649,0.00467,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,3759.26,1.13721,0.63834,0.00406,0.8507,0.83576,0.88463,0.66168,0.98799,0.54887,0.00466,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,3834.89,1.13834,0.64175,0.00403,0.82452,0.8455,0.88316,0.66155,0.98536,0.56054,0.00461,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,3911.22,1.12749,0.63486,0.00404,0.83923,0.83788,0.88294,0.6654,0.98061,0.55887,0.00462,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,3987.1,1.11942,0.62317,0.00403,0.84631,0.83368,0.88523,0.66387,0.98059,0.56658,0.00464,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,4062.68,1.11547,0.63043,0.00402,0.8712,0.82212,0.8885,0.66283,0.9833,0.56049,0.00461,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,4138.45,1.11105,0.62206,0.00399,0.84747,0.82862,0.88184,0.65865,0.9875,0.56656,0.00464,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,4214.47,1.11887,0.62973,0.00399,0.83861,0.83629,0.88137,0.65737,0.9885,0.56753,0.00466,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,4290.92,1.11009,0.62473,0.00398,0.85371,0.82364,0.88667,0.65964,0.98358,0.56807,0.00463,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,4366.79,1.10548,0.62012,0.00396,0.84239,0.8304,0.88273,0.65743,0.98631,0.56253,0.00464,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,4442.45,1.10446,0.61763,0.004,0.84963,0.83116,0.88598,0.66369,0.98314,0.56003,0.00462,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,4517.98,1.09862,0.60784,0.00393,0.83416,0.82708,0.88141,0.66028,0.98497,0.56751,0.0046,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,4593.63,1.09565,0.60603,0.00389,0.84344,0.83781,0.88597,0.66325,0.98906,0.56183,0.00466,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,4669.15,1.09943,0.60871,0.0039,0.84257,0.82887,0.88204,0.66388,0.98697,0.55966,0.00462,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,4745.28,1.09643,0.60241,0.00389,0.84428,0.82721,0.88368,0.66506,0.98546,0.55719,0.00463,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,4820.7,1.09584,0.60621,0.00388,0.87079,0.80405,0.8858,0.66512,0.98463,0.56212,0.0046,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,4896.22,1.09866,0.60913,0.00387,0.84908,0.82204,0.88457,0.6644,0.98745,0.55732,0.00464,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,4972.27,1.09818,0.60751,0.00387,0.83978,0.82753,0.87601,0.66124,0.98523,0.56334,0.00462,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,5048.46,1.08696,0.59648,0.00384,0.83082,0.84131,0.87971,0.66092,0.98956,0.56308,0.00465,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,5123.77,1.08422,0.59503,0.0038,0.83883,0.84339,0.88371,0.66212,0.98508,0.56639,0.00463,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,5199.44,1.07675,0.59149,0.00383,0.84031,0.83705,0.88321,0.664,0.98219,0.56909,0.00463,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,5274.97,1.08135,0.58907,0.00381,0.82968,0.85245,0.88464,0.66458,0.98219,0.5646,0.00462,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,5351.26,1.0825,0.59418,0.00382,0.82034,0.86196,0.8854,0.66528,0.98066,0.56304,0.00462,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,5427.01,1.07735,0.59049,0.00378,0.8411,0.84277,0.8869,0.66539,0.97703,0.56953,0.00459,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,5502.43,1.07356,0.59016,0.00379,0.86998,0.81557,0.88345,0.66501,0.97578,0.56956,0.00459,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,5577.81,1.0729,0.58381,0.00377,0.87229,0.81426,0.88568,0.66353,0.97988,0.56542,0.0046,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,5653.22,1.06214,0.57985,0.00378,0.86486,0.82509,0.88544,0.66227,0.97807,0.56606,0.00459,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,5729.52,1.06376,0.5704,0.00373,0.87294,0.81811,0.88654,0.66481,0.97503,0.56701,0.00457,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,5805.07,1.07254,0.57836,0.00376,0.86691,0.82508,0.88641,0.66426,0.97546,0.56559,0.00458,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
